controller,seed,episode,episode_seed,training_day,ending_update,ending_transition,service_failure,steps,cost,carbon,task_score,terminal_soc_kwh,terminal_soc_error_kwh,terminal_target_conflict_steps,terminal_roundoff_repair_steps,terminal_ramp_relaxation_steps,soc_violation_rate,soc_violation_steps,ev_completion,final_ev_remaining,lighting_energy_kwh,grid_excess_energy_kwh
PPO-QP,20260807,121,20264358,157,23,11712,0,96,207.38086366822068,263.54625527245196,495.7513450581449,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,122,20264454,75,24,11808,0,96,165.577500592779,199.6586385858594,565.6324611653469,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,188.73108361240745
PPO-QP,20260807,123,20264138,124,24,11904,0,96,272.8513432470854,407.86319498623703,761.8152396312062,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.6653345369377348e-16,472.5,0.0
PPO-QP,20260807,124,20264234,56,24,12000,0,96,124.87431192777944,177.2935436929705,728.3360984110033,125.0,0.0,0.0,0,1,0.0,0.0,1.0,2.220446049250313e-16,472.5,395.7671193913008
PPO-QP,20260807,125,20264330,64,24,12096,0,96,180.89932714861044,239.29545492467201,472.71151523743276,125.0,0.0,0.0,0,1,0.0,0.0,1.0,2.7755575615628914e-16,472.5,22.90288110921714
PPO-QP,20260807,126,20264426,175,24,12192,0,96,141.75272986854398,208.68622820935866,794.41298322459,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.885780586188048e-16,472.5,403.6595675246654
PPO-QP,20260807,127,20264522,15,24,12288,0,96,204.05690441888206,263.8028495951062,496.0308740807862,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,128,20264618,157,25,12384,0,96,207.96949689919182,263.44057227814193,495.70317943695983,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,129,20264302,153,25,12480,0,96,164.6178405818797,208.87984019368326,654.9739361910252,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,261.5350796913788
PPO-QP,20260807,130,20264398,179,25,12576,0,96,190.14010255629952,282.72228801510227,528.5501259104965,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,0.0
PPO-QP,20260807,131,20264494,161,25,12672,0,96,132.87979451605395,180.63265442602034,393.13361137736905,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,53.614688108417795
PPO-QP,20260807,132,20264590,195,25,12768,0,96,159.84677087654362,261.667171133683,769.2623618289786,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,281.05141819507713
PPO-QP,20260807,133,20264686,8,26,12864,0,96,207.72069600542562,288.17113619258225,544.7707340379305,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.885780586188048e-16,472.5,4.605834634635609
